ID,Transaction,Time,Item -code ,NumberOfItemsPurchased,CostPerItem,CITY
1501,1863,Wed May 23 05:39:00 IST 2018,681,12,6.84,Ras Al Khaimah
471,1897,Wed Feb 06 11:23:00 IST 2019,693,21,18.35,Ras Al Khaimah
1483,1919,Sun Jun 03 05:27:00 IST 2018,298,6,1.15,Ras Al Khaimah
1898,2002,Mon Mar 05 07:07:00 IST 2018,387,144,0.58,Ras Al Khaimah
582,2053,Sat Jan 12 10:41:00 IST 2019,234,12,5.7,Ras Al Khaimah
1538,1940,Sat Feb 09 05:14:00 IST 2019,435,36,4.49,Ras Al Khaimah
974,1865,Sat Jul 21 05:33:00 IST 2018,583,9,8.63,Ras Al Khaimah
1790,1788,Sun Dec 16 12:37:00 IST 2018,244,9,5.7,Ras Al Khaimah
264,1969,Fri Aug 03 06:57:00 IST 2018,575,36,1.73,Ras Al Khaimah
1654,2011,Sun Mar 25 09:16:00 IST 2018,370,3,8.16,Ras Al Khaimah
1269,2019,Sun Jul 22 09:20:00 IST 2018,643,24,10.56,Ras Al Khaimah
342,2042,Mon May 14 09:42:00 IST 2018,559,36,2.9,Ras Al Khaimah
1123,1973,Tue Jan 01 07:40:00 IST 2019,495,18,2.28,Ras Al Khaimah
1301,1870,Mon Oct 29 09:33:00 IST 2018,248,72,0.76,Ras Al Khaimah
335,1876,Mon Nov 19 08:02:00 IST 2018,612,3,8,Ras Al Khaimah
1345,1936,Fri Jan 25 10:09:00 IST 2019,546,3,8.63,Ras Al Khaimah
1051,2100,Tue Jun 26 06:17:00 IST 2018,692,6,10.98,Ras Al Khaimah
436,1839,Fri Jun 08 08:21:00 IST 2018,523,6,2.06,Ras Al Khaimah
1550,1939,Sun Jan 13 06:30:00 IST 2019,352,144,2.01,Ras Al Khaimah
291,2054,Wed Nov 14 05:30:00 IST 2018,268,15,0.58,Ras Al Khaimah
986,1817,Wed Feb 20 06:03:00 IST 2019,584,9,10.3,Ras Al Khaimah
933,1814,Fri Jun 01 09:52:00 IST 2018,402,3,2.28,Ras Al Khaimah
1114,1807,Tue Apr 03 11:22:00 IST 2018,206,3,4.08,Ras Al Khaimah
628,1833,Sun Feb 25 08:58:00 IST 2018,633,72,1.73,Umm Al Quwain
1834,1793,Sat Sep 29 10:32:00 IST 2018,657,9,2.28,Ras Al Khaimah
1229,1785,Wed Jun 27 06:38:00 IST 2018,660,3,28.7,Ras Al Khaimah
327,1831,Wed Feb 06 07:25:00 IST 2019,233,3,4.08,Ras Al Khaimah
1830,2034,Sun Aug 05 04:49:00 IST 2018,407,12,5.87,Ras Al Khaimah
804,1950,Sun Sep 30 07:47:00 IST 2018,309,30,2.28,Ras Al Khaimah
1402,1988,Sun Jan 20 07:53:00 IST 2019,221,15,1.73,Ras Al Khaimah
1597,1784,Sun Nov 11 06:39:00 IST 2018,625,6,8,Ras Al Khaimah
774,1967,Sat Mar 31 13:54:00 IST 2018,426,3,3.4,Ras Al Khaimah
1901,2040,Sun May 27 11:31:00 IST 2018,395,36,1.73,Ras Al Khaimah
1517,1967,Tue Sep 18 09:54:00 IST 2018,494,12,5.73,Dubai
1332,1970,Tue Jan 22 08:37:00 IST 2019,501,6,3.4,Ras Al Khaimah
1204,1805,Tue Dec 18 07:47:00 IST 2018,572,144,0.87,Ras Al Khaimah
1772,2005,Wed May 30 07:22:00 IST 2018,546,9,1.73,Ras Al Khaimah
1704,1807,Mon Aug 13 10:11:00 IST 2018,577,-6,2.88,Poland
1363,1800,Sun Sep 02 12:36:00 IST 2018,506,3,4.55,Ras Al Khaimah
250,1923,Fri Dec 14 08:05:00 IST 2018,414,6,6.42,Ras Al Khaimah
733,2015,Sun Aug 05 08:12:00 IST 2018,484,24,3.44,Ras Al Khaimah
1534,2086,Tue Feb 20 06:04:00 IST 2018,667,18,3.52,Ras Al Khaimah
1075,1822,Mon Oct 29 15:40:00 IST 2018,230,60,11.04,Ras Al Khaimah
1361,1938,Sat Feb 09 07:18:00 IST 2019,639,3,0.58,Ras Al Khaimah
889,2097,Sun Oct 28 09:50:00 IST 2018,490,3,5.46,Ras Al Khaimah
1577,1911,Sat Dec 29 08:25:00 IST 2018,200,36,1.18,Umm Al Quwain
1510,1987,Sat Dec 15 11:10:00 IST 2018,453,18,1.73,Ras Al Khaimah
1642,1979,Wed Dec 12 09:06:00 IST 2018,258,30,2.28,Umm Al Quwain
1132,1974,Tue Feb 20 12:27:00 IST 2018,410,3,10.52,Ras Al Khaimah
607,1853,Sun Sep 02 12:35:00 IST 2018,514,15,1.15,Ras Al Khaimah
1469,1872,Tue Feb 05 10:09:00 IST 2019,278,3,2.9,Ras Al Khaimah
477,2083,Mon Jun 04 11:40:00 IST 2018,476,36,1.18,Ras Al Khaimah
501,2005,Sat Feb 02 12:48:00 IST 2019,350,3,4.08,Ras Al Khaimah
1756,1803,Sun Dec 23 07:49:00 IST 2018,464,36,2.28,Ras Al Khaimah
695,1933,Fri Feb 01 07:50:00 IST 2019,317,6,4.08,Ras Al Khaimah
1068,2065,Mon Jan 14 11:38:00 IST 2019,499,6,2.25,Ras Al Khaimah
1734,1960,Fri Jan 04 11:29:00 IST 2019,427,3,2.88,Ras Al Khaimah
1947,1844,Sun Dec 30 12:58:00 IST 2018,334,3,2.25,Ras Al Khaimah
824,2064,Sat Jan 05 12:17:00 IST 2019,549,6,8,Ras Al Khaimah
1618,1831,Mon Sep 24 08:06:00 IST 2018,494,3,5.18,Ras Al Khaimah
1320,2020,Sun Sep 02 06:53:00 IST 2018,373,1728,1.19,Ras Al Khaimah
545,1852,Tue Jan 22 08:27:00 IST 2019,470,3,11.73,Ras Al Khaimah
686,1996,Sun Jan 27 06:13:00 IST 2019,349,9,9.15,Ras Al Khaimah
222,1915,Sun Jun 17 06:58:00 IST 2018,376,24,10.35,Ajman
1154,1848,Sat Feb 09 09:56:00 IST 2019,524,75,0.27,Ras Al Khaimah
1431,1821,Fri Sep 28 09:08:00 IST 2018,397,3,2.9,Ras Al Khaimah
1827,1801,Sun Oct 21 10:27:00 IST 2018,447,-3,88.32,Ras Al Khaimah
1758,1800,Sat Nov 24 09:43:00 IST 2018,250,9,1.18,Ras Al Khaimah
1193,2021,Fri Feb 01 10:17:00 IST 2019,531,36,1.73,Ras Al Khaimah
1139,1785,Mon Oct 08 11:16:00 IST 2018,506,3,11.45,Ras Al Khaimah
683,1801,Mon Jul 09 10:01:00 IST 2018,214,48,0.9,Ras Al Khaimah
1277,1933,Sun Feb 17 12:26:00 IST 2019,325,3,14.9,Ras Al Khaimah
309,1903,Wed Jan 16 06:48:00 IST 2019,477,24,6.85,Ras Al Khaimah
202,1788,Tue Jul 10 12:53:00 IST 2018,362,288,1,Ras Al Khaimah
285,1899,Mon Feb 04 08:22:00 IST 2019,572,36,2.01,Ras Al Khaimah
1719,2054,Fri Feb 16 09:21:00 IST 2018,300,36,2.7,Ras Al Khaimah
1525,2080,Tue Nov 20 08:16:00 IST 2018,583,6,1.73,Ras Al Khaimah
1857,1857,Sat Feb 24 09:10:00 IST 2018,340,6,2.9,Ras Al Khaimah
797,2032,Tue Jul 10 12:21:00 IST 2018,209,3,12.6,Ras Al Khaimah
1612,1810,Tue Jul 31 13:15:00 IST 2018,660,24,2.7,Ras Al Khaimah
1071,1906,Wed Feb 14 07:36:00 IST 2018,289,3,16.39,Ras Al Khaimah
390,1787,Wed Dec 12 10:59:00 IST 2018,418,72,0.76,Ras Al Khaimah
400,1987,Sun May 13 08:48:00 IST 2018,206,75,0.58,Ras Al Khaimah
692,2096,Fri Dec 07 10:37:00 IST 2018,661,75,0.58,Ras Al Khaimah
888,2098,Mon Dec 24 11:27:00 IST 2018,238,36,1.18,Ras Al Khaimah
1697,1841,Sat May 12 10:59:00 IST 2018,220,36,0.9,Ras Al Khaimah
1780,1886,Sun Jan 27 06:13:00 IST 2019,248,3,4.55,Ras Al Khaimah
244,1939,Mon Feb 26 10:29:00 IST 2018,353,12,2.9,Ras Al Khaimah
319,1917,Sat Feb 17 05:58:00 IST 2018,227,6,5.81,Ras Al Khaimah
1861,1800,Tue Mar 20 07:39:00 IST 2018,231,18,9.32,Ras Al Khaimah
1547,1802,Tue Jan 29 09:46:00 IST 2019,469,18,5.18,Ajman
661,1828,Mon Sep 10 11:58:00 IST 2018,251,129,2.25,Ras Al Khaimah
878,1988,Sun Mar 25 06:38:00 IST 2018,547,72,0.76,Ras Al Khaimah
1159,1938,Sat Feb 17 06:45:00 IST 2018,538,-9,1.73,Ras Al Khaimah
1717,1802,Tue Jul 03 12:17:00 IST 2018,520,3,4.55,Ras Al Khaimah
406,1774,Sun Jan 27 07:37:00 IST 2019,244,3,2.9,Ras Al Khaimah
1033,1828,Fri Jan 25 12:18:00 IST 2019,405,57,0.9,Ras Al Khaimah
1911,2081,Wed May 09 10:59:00 IST 2018,409,3,10.3,Ras Al Khaimah
912,2021,Mon Sep 17 05:15:00 IST 2018,533,36,2.7,Ras Al Khaimah
1452,1801,Sun Jul 15 08:02:00 IST 2018,524,36,1.73,Ras Al Khaimah
810,1843,Fri Oct 12 11:24:00 IST 2018,438,3,4.08,Ras Al Khaimah
721,2045,Sun Dec 30 08:17:00 IST 2018,434,18,3.52,Ras Al Khaimah
1571,1828,Sat Sep 01 06:20:00 IST 2018,696,75,0.58,Ras Al Khaimah
635,1791,Mon Jan 07 08:53:00 IST 2019,698,18,4.08,Ras Al Khaimah
1209,1848,Mon Oct 29 06:59:00 IST 2018,205,12,0.41,Ras Al Khaimah
1432,2043,Tue May 01 08:01:00 IST 2018,571,72,0.76,Ras Al Khaimah
1836,2017,Sun Feb 10 08:07:00 IST 2019,470,36,1.18,Dubai
688,1897,Sat Feb 16 08:46:00 IST 2019,525,9,0.53,Ras Al Khaimah
1521,1844,Fri Aug 31 09:01:00 IST 2018,696,36,0.76,Ras Al Khaimah
1705,1816,Fri Feb 15 08:32:00 IST 2019,508,3,5.73,Ras Al Khaimah
918,1969,Mon Apr 09 10:19:00 IST 2018,297,3,5.46,Ras Al Khaimah
283,1886,Mon Dec 10 12:38:00 IST 2018,352,6,11.73,Ras Al Khaimah
896,1988,Sun Apr 08 09:26:00 IST 2018,678,72,0.76,Ajman
711,1803,Wed Mar 28 10:06:00 IST 2018,283,6,11.45,Ras Al Khaimah
1797,1979,Sun Mar 04 09:06:00 IST 2018,365,6,3.47,Ras Al Khaimah
243,2050,Tue Sep 04 06:20:00 IST 2018,634,36,2.88,Ajman
1778,1776,Sun Feb 03 09:41:00 IST 2019,614,18,2.9,Ras Al Khaimah
1308,1811,Wed Apr 04 09:07:00 IST 2018,622,66,15.12,Ras Al Khaimah
737,1962,Tue Feb 13 09:08:00 IST 2018,205,36,2.01,Ras Al Khaimah
531,1909,Tue Oct 09 10:03:00 IST 2018,368,72,0.54,Ras Al Khaimah
651,2099,Mon Feb 11 08:59:00 IST 2019,504,30,2.88,Ras Al Khaimah
614,1868,Mon Feb 19 12:49:00 IST 2018,498,36,0.58,Ajman
453,1957,Sun Jul 29 08:38:00 IST 2018,426,30,1.18,Ras Al Khaimah
1408,1979,Tue Oct 02 14:08:00 IST 2018,278,108,1.18,Ras Al Khaimah
1946,1855,Sun Feb 03 08:47:00 IST 2019,318,3,5.18,Ras Al Khaimah
335,1888,Tue Jul 31 12:47:00 IST 2018,584,432,1,Ras Al Khaimah
1881,1986,Mon Dec 10 12:13:00 IST 2018,294,3,6.85,Ras Al Khaimah
1158,1797,Sat Feb 09 11:54:00 IST 2019,556,3,3.4,Ras Al Khaimah
385,1885,Tue Feb 27 09:44:00 IST 2018,667,12,13.74,Ras Al Khaimah
1764,1868,Sat Jun 02 10:44:00 IST 2018,344,72,1.18,Ras Al Khaimah
1649,1985,Tue Jul 03 06:12:00 IST 2018,500,9,8.22,Ras Al Khaimah
1545,2039,Sat Sep 22 12:21:00 IST 2018,307,3,1.15,Ras Al Khaimah
471,2094,Sat Feb 24 10:56:00 IST 2018,543,144,4.68,Ras Al Khaimah
263,1968,Sun Oct 14 06:19:00 IST 2018,244,120,2.88,Ras Al Khaimah
1101,2020,Wed Feb 13 12:39:00 IST 2019,360,9,3.4,Ras Al Khaimah
835,1966,Sat Dec 15 06:09:00 IST 2018,409,144,0.41,Ras Al Khaimah
918,1843,Fri Feb 16 08:35:00 IST 2018,335,3,5.46,Ras Al Khaimah
675,1854,Sat Dec 08 06:39:00 IST 2018,590,75,0.58,Ras Al Khaimah
1946,2069,Sat Dec 29 09:44:00 IST 2018,395,24,5.18,Ajman
1938,1907,Wed Sep 26 13:29:00 IST 2018,270,72,0.54,Ras Al Khaimah
1389,1844,Tue Feb 20 13:27:00 IST 2018,588,3,4.08,Ras Al Khaimah
1466,1906,Sun Feb 17 12:26:00 IST 2019,296,3,3.43,Ras Al Khaimah
1556,2018,Tue Sep 11 12:22:00 IST 2018,433,72,0.76,Ras Al Khaimah
1709,1920,Fri Feb 18 10:57:00 IST 2018,662,12,5.18,Ajman
1329,1776,Wed Sep 05 08:30:00 IST 2018,279,12,5.18,Ras Al Khaimah
1425,1797,Wed Feb 13 10:26:00 IST 2019,639,6,1.18,Ras Al Khaimah
1111,1773,Sat Jan 26 04:31:00 IST 2019,616,30,2.28,Umm Al Quwain
1512,2067,Sat Feb 09 05:48:00 IST 2019,478,60,2.28,Ras Al Khaimah
1740,1881,Sat Feb 24 07:21:00 IST 2018,625,12,2.3,Ras Al Khaimah
1758,2082,Sat Oct 06 11:17:00 IST 2018,396,6,10.98,Ras Al Khaimah
1257,2087,Wed Mar 21 06:56:00 IST 2018,599,-300,2.01,Ras Al Khaimah
1379,1844,Mon Apr 09 06:02:00 IST 2018,700,27,8.22,Umm Al Quwain
285,2015,Sat Apr 07 08:13:00 IST 2018,477,18,4.08,Ras Al Khaimah
932,1809,Sat Jan 05 12:06:00 IST 2019,232,-3,0,Ras Al Khaimah
1668,1965,Tue Oct 09 08:50:00 IST 2018,289,18,2.88,Ras Al Khaimah
393,2030,Wed Feb 20 08:16:00 IST 2019,673,36,5.73,Dubai
724,1884,Fri Nov 02 08:36:00 IST 2018,201,15,0.17,Ras Al Khaimah
279,1841,Tue Feb 13 09:44:00 IST 2018,650,75,0.58,Ras Al Khaimah
1869,2079,Sun Sep 16 10:42:00 IST 2018,592,36,1.15,Ras Al Khaimah
360,1957,Sun Jun 24 05:28:00 IST 2018,467,90,4.08,Ajman
1076,1851,Sat Mar 03 11:03:00 IST 2018,518,3,4.64,Ras Al Khaimah
1078,1982,Mon Feb 11 07:32:00 IST 2019,488,24,1.15,Ras Al Khaimah
630,2046,Sat Jul 28 10:24:00 IST 2018,410,300,6.33,Ras Al Khaimah
1772,1846,Fri Aug 10 10:28:00 IST 2018,647,6,4.08,Ras Al Khaimah
1682,1985,Wed Jan 23 05:05:00 IST 2019,399,15,2.25,Ras Al Khaimah
461,1779,Mon Feb 26 07:53:00 IST 2018,642,36,7.66,Ras Al Khaimah
1091,1880,Sat Jun 30 11:26:00 IST 2018,581,3,5.7,Ras Al Khaimah
1287,1989,Tue Feb 05 05:26:00 IST 2019,441,3,3.4,Ras Al Khaimah
290,2075,Tue Feb 05 12:40:00 IST 2019,406,24,5.87,Ras Al Khaimah
1003,1788,Sun Feb 10 12:33:00 IST 2019,484,6,1.15,Ras Al Khaimah
843,1918,Sat Dec 22 10:37:00 IST 2018,266,6,8.63,Ras Al Khaimah
1355,1922,Mon Jul 30 12:50:00 IST 2018,451,18,2.9,Ras Al Khaimah
817,1895,Mon Nov 05 07:31:00 IST 2018,527,36,2.28,Ras Al Khaimah
1802,1894,Fri Jul 27 09:37:00 IST 2018,228,9,2.7,Ras Al Khaimah
546,1821,Mon Sep 24 11:42:00 IST 2018,381,3,0.41,Ras Al Khaimah
1342,2036,Sat Aug 18 10:12:00 IST 2018,554,72,1.15,Ras Al Khaimah
678,1946,Mon Feb 04 07:09:00 IST 2019,662,3,0.58,Ras Al Khaimah
1149,1934,Tue Feb 05 05:26:00 IST 2019,217,48,8,Ras Al Khaimah
466,2012,Mon Dec 24 08:42:00 IST 2018,653,3,55.14,Ras Al Khaimah
864,2022,Wed Jan 30 10:07:00 IST 2019,666,216,1.47,Ras Al Khaimah
1501,1816,Sat Jun 09 10:43:00 IST 2018,411,9,4.08,Ras Al Khaimah
1437,1994,Wed Jul 25 09:50:00 IST 2018,645,36,17.6,Ras Al Khaimah
1377,1939,Sun Apr 08 06:20:00 IST 2018,442,36,4.08,Ras Al Khaimah
260,1828,Sat Mar 31 13:57:00 IST 2018,406,3,1.15,Ras Al Khaimah
1374,1869,Tue Feb 20 10:09:00 IST 2018,293,3,4.64,Ras Al Khaimah
636,2034,Tue Jan 29 11:08:00 IST 2019,248,12,0.9,Ras Al Khaimah
680,1891,Sun Feb 17 12:21:00 IST 2019,276,3,5.87,Ras Al Khaimah
1534,1943,Sun Jun 03 08:27:00 IST 2018,318,12,2.28,Ras Al Khaimah
303,1845,Sun Jul 01 05:31:00 IST 2018,612,36,1.18,Ras Al Khaimah
1848,1947,Sun Jul 29 11:42:00 IST 2018,492,60,9.32,Dubai
1496,1853,Mon Jun 04 04:55:00 IST 2018,279,-3,11.73,Ras Al Khaimah
989,1999,Sat Feb 02 09:41:00 IST 2019,654,3,1.73,Ras Al Khaimah
549,1808,Tue Sep 04 09:13:00 IST 2018,381,18,2.28,Ras Al Khaimah
444,1997,Tue May 29 14:24:00 IST 2018,555,3,2.25,Ras Al Khaimah
1744,1805,Tue Dec 25 12:01:00 IST 2018,417,3,1.73,Ras Al Khaimah
645,2075,Fri Jun 22 11:25:00 IST 2018,205,18,4.08,Ras Al Khaimah
1308,1971,Wed Jan 23 06:49:00 IST 2019,638,6,1.18,Ras Al Khaimah
1090,2000,Mon Aug 13 13:18:00 IST 2018,699,3,5.7,Ras Al Khaimah
601,1787,Wed Jul 18 11:54:00 IST 2018,485,3,3.4,Ras Al Khaimah
283,2022,Sun Feb 10 09:43:00 IST 2019,313,6,10.35,Ras Al Khaimah
413,1965,Wed Jan 30 11:59:00 IST 2019,449,3,5.7,Ras Al Khaimah
1017,1973,Sat Aug 18 06:09:00 IST 2018,417,3,17.6,Ras Al Khaimah
751,1899,Fri May 11 10:49:00 IST 2018,357,3,1.73,Ras Al Khaimah
1572,1963,Sun Jul 22 10:20:00 IST 2018,543,3,1.73,Ras Al Khaimah
925,2077,Tue Feb 19 12:30:00 IST 2019,320,6,22.95,Ras Al Khaimah
755,2097,Sat Feb 02 12:48:00 IST 2019,406,9,1.73,Ras Al Khaimah
1286,1967,Wed Apr 25 08:02:00 IST 2018,532,3,3.4,Ras Al Khaimah
376,1929,Sun Sep 30 06:06:00 IST 2018,564,6,10.98,Ras Al Khaimah
1790,1798,Wed Oct 10 08:41:00 IST 2018,502,15,4.49,Ras Al Khaimah
426,1859,Fri Sep 07 10:54:00 IST 2018,238,6,1.73,Ras Al Khaimah
807,2065,Tue Dec 11 10:46:00 IST 2018,232,3,1.73,Ras Al Khaimah
219,1945,Sat Jan 05 12:20:00 IST 2019,236,36,1.18,Ras Al Khaimah
1891,1882,Wed Apr 04 11:00:00 IST 2018,533,12,5.7,Ras Al Khaimah
947,1967,Sun Nov 18 07:58:00 IST 2018,471,30,2.28,Ras Al Khaimah
1672,2013,Sat Oct 20 05:22:00 IST 2018,601,30,2.28,Ras Al Khaimah
1347,1826,Tue May 15 12:22:00 IST 2018,652,3,2.25,Ras Al Khaimah
378,1799,Tue Oct 16 11:51:00 IST 2018,382,9,8.22,Ras Al Khaimah
1366,1788,Fri Jan 18 08:31:00 IST 2019,432,36,0.58,Ras Al Khaimah
954,1997,Sat Mar 31 13:48:00 IST 2018,586,3,2.25,Ras Al Khaimah
260,1967,Fri Jul 20 10:05:00 IST 2018,247,18,3.52,Ras Al Khaimah
255,1894,Wed Oct 31 08:49:00 IST 2018,259,36,2.9,Ras Al Khaimah
1317,1918,Sat Feb 16 13:17:00 IST 2019,508,3,5.7,Ras Al Khaimah
1458,1819,Sun Jun 10 13:23:00 IST 2018,217,3,3.52,Ras Al Khaimah
367,1931,Sat Jan 26 11:18:00 IST 2019,514,60,0.27,Ras Al Khaimah
1786,1969,Tue Aug 14 07:03:00 IST 2018,680,3,4.55,Ras Al Khaimah
1632,1961,Tue May 01 11:03:00 IST 2018,658,3,5.18,Ras Al Khaimah
1280,1783,Sun May 20 07:44:00 IST 2018,408,6,14.84,Ras Al Khaimah
738,1945,Mon Feb 19 10:25:00 IST 2018,221,3,4.64,Ras Al Khaimah
231,2016,Tue Dec 25 11:25:00 IST 2018,622,6,4.55,Ras Al Khaimah
1948,1962,Tue Sep 25 05:22:00 IST 2018,414,18,9.6,Ras Al Khaimah
804,2045,Tue Jan 15 12:30:00 IST 2019,363,3,1.73,Ras Al Khaimah
639,1785,Sun Dec 30 06:04:00 IST 2018,245,18,4.08,Umm Al Quwain
257,2007,Fri Feb 08 06:47:00 IST 2019,443,21,2.7,Ras Al Khaimah
707,1915,Wed Jan 23 11:14:00 IST 2019,340,3,23.4,Ras Al Khaimah
1499,2087,Sun Dec 09 08:52:00 IST 2018,221,3,0.54,Ras Al Khaimah
1447,2029,Tue Jun 12 06:07:00 IST 2018,346,72,0.41,Ras Al Khaimah
998,1821,Fri Feb 23 09:37:00 IST 2018,632,3,6.84,Ras Al Khaimah
708,2056,Sun Dec 09 10:52:00 IST 2018,699,36,1.18,Ras Al Khaimah
393,1906,Mon Dec 03 07:49:00 IST 2018,530,36,1.18,Ras Al Khaimah
986,2081,Mon May 07 11:58:00 IST 2018,363,3,1.15,Ras Al Khaimah
1169,1990,Tue Feb 19 05:28:00 IST 2019,300,9,2.25,Ras Al Khaimah
558,1781,Fri Dec 07 08:15:00 IST 2018,695,36,3.52,Ras Al Khaimah
1804,2058,Mon Feb 04 10:35:00 IST 2019,505,9,2.7,Ras Al Khaimah
1362,1958,Wed Jan 23 11:49:00 IST 2019,663,72,0.41,Ras Al Khaimah
370,1948,Mon Feb 04 07:07:00 IST 2019,503,3,11.73,Ras Al Khaimah
1772,1988,Wed Jul 18 04:10:00 IST 2018,255,36,4.08,Ras Al Khaimah
1692,1795,Wed Sep 26 06:44:00 IST 2018,262,3,10.98,Ras Al Khaimah
1491,2027,Tue Dec 18 14:56:00 IST 2018,345,6,2.9,Ras Al Khaimah
502,1791,Tue Feb 20 12:27:00 IST 2018,610,3,3.47,Ras Al Khaimah
1809,2007,Tue Dec 18 14:08:00 IST 2018,200,3,3.99,Ras Al Khaimah
524,1938,Sun Dec 16 10:42:00 IST 2018,572,3,2.01,Ras Al Khaimah
839,1858,Wed Oct 03 10:53:00 IST 2018,230,3,11.39,Ras Al Khaimah
1751,1868,Fri Jan 25 06:35:00 IST 2019,252,15,4.08,Ras Al Khaimah
1012,1974,Sat Feb 17 11:25:00 IST 2018,308,6,5.18,Ras Al Khaimah
797,2011,Tue Jun 12 12:43:00 IST 2018,584,9,1.15,Ras Al Khaimah
1116,2040,Fri Jan 18 12:07:00 IST 2019,578,18,11.73,Ajman
1690,1848,Mon Aug 27 07:56:00 IST 2018,204,3,6.84,Ras Al Khaimah
1732,1974,Wed Feb 14 07:19:00 IST 2018,685,3,3.52,Ras Al Khaimah
702,2070,Fri Jul 20 09:07:00 IST 2018,613,15,2.88,Ras Al Khaimah
814,2071,Tue Sep 04 10:05:00 IST 2018,359,36,2.01,Ras Al Khaimah
1207,1779,Tue Jan 01 08:53:00 IST 2019,660,72,3.52,Dubai
1003,1871,Wed Sep 05 05:43:00 IST 2018,395,150,5.73,Ras Al Khaimah
997,1863,Sun Nov 04 07:51:00 IST 2018,297,30,9.32,Ras Al Khaimah
746,2075,Fri Jan 11 07:35:00 IST 2019,360,3,6.84,Ras Al Khaimah
1998,2078,Fri Mar 23 11:32:00 IST 2018,293,18,3.11,Ras Al Khaimah
732,1956,Sat Jan 19 09:56:00 IST 2019,466,15,1.73,Ras Al Khaimah
1022,2029,Tue Feb 19 05:39:00 IST 2019,360,24,2.7,Ras Al Khaimah
1765,1777,Sat May 12 06:30:00 IST 2018,522,3,11.73,Ras Al Khaimah
823,1894,Sun Feb 17 12:26:00 IST 2019,578,3,2.25,Ras Al Khaimah
1964,1907,Tue Dec 25 08:52:00 IST 2018,604,24,3.52,Ras Al Khaimah
1560,1950,Fri Feb 16 09:49:00 IST 2018,613,36,2.9,Ras Al Khaimah
1569,2074,Sun Nov 25 08:18:00 IST 2018,671,36,1.18,Ras Al Khaimah
1407,1780,Sun Sep 02 11:24:00 IST 2018,578,216,0.58,Ras Al Khaimah
788,1860,Wed Jun 20 07:50:00 IST 2018,434,54,4.08,Ras Al Khaimah
300,2042,Sat Feb 24 06:24:00 IST 2018,261,12,6.42,Ras Al Khaimah
1117,1840,Sun Jul 29 06:28:00 IST 2018,460,6,2.9,Ras Al Khaimah
299,2015,Sat Dec 22 11:39:00 IST 2018,692,9,0.58,Ras Al Khaimah
658,1997,Sun Sep 23 10:57:00 IST 2018,393,3,5.73,Ras Al Khaimah
1554,1925,Mon Jun 18 10:53:00 IST 2018,567,18,1.18,Ras Al Khaimah
1245,2071,Sat Feb 16 10:29:00 IST 2019,216,6,0.58,Ras Al Khaimah
1637,2052,Wed Jan 02 10:01:00 IST 2019,409,75,0.58,Ras Al Khaimah
615,1984,Sat Jun 30 09:13:00 IST 2018,282,3,3.4,Ras Al Khaimah
1441,2018,Wed Jan 02 10:23:00 IST 2019,356,36,2.9,Ras Al Khaimah
1947,2033,Mon Aug 27 10:14:00 IST 2018,249,3,2.88,Umm Al Quwain
1703,2062,Fri Dec 28 08:21:00 IST 2018,215,36,2.34,Ras Al Khaimah
1378,1853,Mon Feb 18 07:26:00 IST 2019,580,72,4.55,Ras Al Khaimah
344,2054,Fri Apr 13 10:36:00 IST 2018,223,9,3.52,Ras Al Khaimah
578,1948,Sat Jan 19 07:40:00 IST 2019,620,3,13.74,Ras Al Khaimah
737,2043,Mon May 14 09:03:00 IST 2018,542,36,1.18,Ras Al Khaimah
943,1923,Sat Jan 26 11:22:00 IST 2019,300,3,2.25,Ras Al Khaimah
1970,1799,Sun Sep 02 12:24:00 IST 2018,284,3,4.55,Ras Al Khaimah
1646,2011,Mon Jan 28 11:58:00 IST 2019,239,12,0.9,Ras Al Khaimah
1142,1783,Tue Jan 01 08:52:00 IST 2019,459,36,1.73,Dubai
1265,2074,Mon Nov 26 09:31:00 IST 2018,280,3,0.27,Ras Al Khaimah
1430,1801,Sun Sep 23 06:47:00 IST 2018,358,72,1.18,Ras Al Khaimah
1353,2095,Sat Feb 24 09:50:00 IST 2018,343,3,23.4,Ras Al Khaimah
875,1971,Sat Sep 15 11:46:00 IST 2018,620,144,0.54,Ras Al Khaimah
343,1862,Sun Dec 02 11:03:00 IST 2018,470,18,4.08,Dubai
699,1915,Mon Aug 13 13:18:00 IST 2018,233,9,4.55,Ras Al Khaimah
1505,1835,Sat Jun 30 08:16:00 IST 2018,642,36,1.73,Ras Al Khaimah
932,2097,Sun Dec 23 10:52:00 IST 2018,327,72,1.73,Umm Al Quwain
1569,2010,Tue Nov 20 08:57:00 IST 2018,525,36,1.15,Ras Al Khaimah
1130,1830,Mon Jul 02 09:59:00 IST 2018,577,36,1.18,Ras Al Khaimah
1947,2057,Sat Oct 20 08:56:00 IST 2018,324,-3,6.84,Ras Al Khaimah
1598,1981,Mon Feb 12 07:57:00 IST 2018,223,9,1.73,Ras Al Khaimah
606,1906,Tue Feb 19 08:26:00 IST 2019,339,3,1.73,Ras Al Khaimah
1221,1854,Wed Jan 30 10:50:00 IST 2019,619,36,1.73,Ras Al Khaimah
1336,1941,Sun Jan 20 10:02:00 IST 2019,669,6,11.39,Ras Al Khaimah
1239,1830,Wed Jan 23 13:58:00 IST 2019,400,3,4.55,Ras Al Khaimah
